schlcode	c_size	c_boys	c_girls	c_numcl	c_pik	c_status	c_leom	c_tip	c_num5rd	c_type	flgrm5	mrkgrm5	ngrm5	flmth5	mrkmth5	nmth5	towncode	townname	popcode	tip_a	grade	classid	classize	_type_	_freq_	cohsize	mathsize	avgmath	passmath	verbsize	avgverb	passverb	studchk	misskov2	missagg	nmiss_k	nmiss_a	classct	math_n	flmath_n	nmath_n	verb_n	flverb_n	nverb_n	impute	nverb_m	nmath_m	tip_s	townid	tipuach
21097	53	25	28	11	1	1	1	"1"	2	2	21.43	80	42	45.45	61	44	760	"âÉíåÇ òîã"	11	0	5	2	26	0	2	53	20	59.452	45.03	20	79.846	20.033		1	0	1	0	2	62.29	45.8	24	80.14	22.7	22	1	20	20	0	760	0
21102	65	40	25	12	1	1	1	"1"	2	2	7.94	85	63	9.52	75	63	1404	"íôÖÑâ òîã"	11	8	5	1	33	0	2	65	33	72.97	12.1	33	84.91	9.1	1	0	0	0	0	2	74.98428	9.528571	63	85.20524	7.957143	63	0			8	1404	8
21102	65	40	25	12	1	1	1	"1"	2	2	7.94	85	63	9.52	75	63	1404	"íôÖÑâ òîã"	11	8	5	2	32	0	2	65	30	77.2	6.7	30	85.53	6.7	1	0	0	0	0	2	74.98428	9.528571	63	85.20524	7.957143	63	0			8	1404	8
21105	18	8	10	6	1	1	1	"0"	1	1	17.65	82	17	41.18	69	17	2972	"óâòëé òîã"	11	0	5	1	18	0	1	18	17	69.29	41.2	17	81.59	17.6	1	0	0	0	0	1	69.29	41.2	17	81.59	17.6	17	0			0	2972	0
21111	33	18	15	7	2	2	1	"9"	2	1	45	66	20	25	66	20	6643	"ÑòéÜ èÅ çòã"	12	49	5	1	22	0	1	22	20	65.9	25	20	65.75	45	1	0	0	0	0	1	65.9	25	20	65.75	45	20	0			49	6643	49
21112	94	51	43	25	2	1	1	"2"	3	3	30.86	72	81	60.49	53	81	5850	"ÄâÅå"	12	7	5	1	30	0	3	94	26	54.46	69.2	26	73.08	19.2	1	0	0	1	0	3	55.0563	53.6963	54	70.9437	29.62222	54	0			7	5850	7
21112	94	51	43	25	2	1	1	"2"	3	3	30.86	72	81	60.49	53	81	5850	"ÄâÅå"	12	7	5	2	31	0	3	94	28	55.61	39.3	28	68.96	39.3	1	0	0	1	0	3	55.0563	53.6963	54	70.9437	29.62222	54	0			7	5850	7
21112	94	51	43	25	2	1	1	"2"	3	3	30.86	72	81	60.49	53	81	5850	"ÄâÅå"	12	7	5	3	33	0	3	94	27	48.88741	74.07741	27	74.11259	33.33556		1	0	1	0	3	55.0563	53.6963	54	70.9437	29.62222	54	1	27	27	7	5850	7
21114	20	13	7	6	1	1	1	"0"	1	1	23.53	78	17	23.53	70	17	5959	"öÖÄàâÇÑ âéáÖå"	11	1	5	1	20	0	1	20	17	70.12	23.5	17	78.59	23.5	1	0	0	0	0	1	70.12	23.5	17	78.59	23.5	17	0			1	5959	1
21116	15	8	7	8	1	1	1	"4"	1	1	13.33	85	15	20	70	15	653	"åÉÇé"	11	25	5	1	15	0	1	15	15	69.87	20	15	84.53	13.3	1	0	0	0	0	1	69.87	20	15	84.53	13.3	15	0			25	653	25
21117	72	41	31	16	1	2	1	"4"	3	2	21.82	70	55	12.07	78	58	8748	"óéíÑ åÉÇé"	11	21	5	2	29	0	2	59	29	74.83	13.8	28	68.54	25	1	0	0	1	0	2	74.83	13.8	29	68.54	25	28	0			21	8748	21
21117	72	41	31	16	1	2	1	"4"	3	2	21.82	70	55	12.07	78	58	8748	"óéíÑ åÉÇé"	11	21	5	1	30	0	2	59	29	81.17	10.34	27	71.51408	18.52222		1	0	1	0	2	74.83	13.8	29	68.54	25	28	1	27	29	21	8748	21
21118	88	53	35	14	1	2	1	"4"	3	2	15.87	77	63	23.08	68	65	8748	"óéíÑ åÉÇé"	11	24	5	1	37	0	2	74	29	70.79	17.2	28	78.39	14.3	1	0	0	0	0	2	68.05954	23.07077	65	77.17333	15.85556	63	0			24	8748	24
21118	88	53	35	14	1	2	1	"4"	3	2	15.87	77	63	23.08	68	65	8748	"óéíÑ åÉÇé"	11	24	5	2	37	0	2	74	36	65.86	27.8	35	76.2	17.1	1	0	0	0	0	2	68.05954	23.07077	65	77.17333	15.85556	63	0			24	8748	24
21119	30	15	15	9	2	2	1	"9"	2	1	33.33	72	12	33.33	47	12	8748	"óéíÑ åÉÇé"	12	63	5	1	20	0	1	20	12	47	33.33	12	72	33.33		1	0	1	0	1							1			63	8748	63
21123	17	8	9	6	1	1	1	"1"	1	1	37.5	78	16	5.88	78	17	2691	"öÉåÖé"	11	0	5	1	17	0	1	17	17	77.71	5.9	16	77.81	37.5	1	0	0	0	0	1	77.71	5.9	17	77.81	37.5	16	0			0	2691	0
21126	20	10	10	8	1	1	1	"1"	1	1	21.05	80	19	5.26	76	19	430	"ÑåÖàé"	11	3	5	1	20	0	1	20	19	76.21	5.3	19	79.74	21.1	1	0	0	0	0	1	76.21	5.3	19	79.74	21.1	19	0			3	430	3
21127	46	21	25	12	2	2	1	"6"	2	2	45.95	68	37	35.14	61	37	6072	"èÖòâé"	12	43	5	2	21	0	2	46	17	52.29	41.2	17	59.88	70.6	1	0	0	1	0	2	52.29	41.2	17	59.88	70.6	17	0			43	6072	43
21127	46	21	25	12	2	2	1	"6"	2	2	45.95	68	37	35.14	61	37	6072	"èÖòâé"	12	43	5	1	25	0	2	46	20	68.4035	29.989	20	74.902	24.9975		1	0	1	0	2	52.29	41.2	17	59.88	70.6	17	1	20	20	43	6072	43
21130	23	10	13	8	1	2	1	"4"	1	1	52.17	66	23	25	54	24	489	"Ñâéáêé"	11	22	5	1	23	0	1	23	24	53.92	25	23	65.83	52.2	1	0	0	0	0	1	53.92	25	24	65.83	52.2	23	0			22	489	22
21132	66	40	26	14	1	1	1	"0"	3	2	6.25	83	48	14.58	74	48	2980	"öÖåëé"	11	0	5	1	28	0	2	56	25	75.04	4	25	85.4	4	1	0	0	1	0	2	75.04	4	25	85.4	4	25	0			0	2980	0
21132	66	40	26	14	1	1	1	"0"	3	2	6.25	83	48	14.58	74	48	2980	"öÖåëé"	11	0	5	2	28	0	2	56	23	72.86957	26.08	23	80.3913	8.695652		1	0	1	0	2	75.04	4	25	85.4	4	25	1	23	23	0	2980	0
21134	23	13	10	7	1	1	1	""	1	1	15.79	81	19	21.05	73	19	2725	"çââá ÜÖíé"	11	10	5	1	23	0	1	23	19	73.37	21.1	19	80.63	15.8	1	0	0	0	0	1	73.37	21.1	19	80.63	15.8	19	0			10	2725	10
21137	87	45	42	20	1	2	1	"3"	3	3	25.81	74	62	34.92	61	63	10637	"Äáâôòö-öÖåíé"	11	18	5	1	29	0	3	87	21	60.62	28.6	20	74.45	20	1	0	0	1	0	3	60.668	35.58667	45	72.72636	31.83636	44	0			18	10637	18
21137	87	45	42	20	1	2	1	"3"	3	3	25.81	74	62	34.92	61	63	10637	"Äáâôòö-öÖåíé"	11	18	5	3	30	0	3	87	24	60.71	41.7	24	71.29	41.7	1	0	0	1	0	3	60.668	35.58667	45	72.72636	31.83636	44	0			18	10637	18
21137	87	45	42	20	1	2	1	"3"	3	3	25.81	74	62	34.92	61	63	10637	"Äáâôòö-öÖåíé"	11	18	5	2	28	0	3	87	18	61.83	33.25333	18	77.11333	11.07889		1	0	1	0	3	60.668	35.58667	45	72.72636	31.83636	44	1	18	18	18	10637	18
21138	25	15	10	7	2	2	1	"8"	1	1	22.73	76	22	27.27	58	22	10637	"Äáâôòö-öÖåíé"	12	48	5	1	25	0	1	25	22	58.18	27.3	22	75.73	22.7	1	0	0	0	0	1	58.18	27.3	22	75.73	22.7	22	0			48	10637	48
21141	16	11	5	6	1	1	1	"0"	1	1	18.75	81	16	25	74	16	661	"(ïÖÅó) ÑâÅáòé"	11	0	5	1	16	0	1	16	16	73.81	25	16	80.88	18.8	1	0	0	0	0	1	73.81	25	16	80.88	18.8	16	0			0	661	0
21144	51	28	23	12	1	1	1	"1"	2	2	14.89	84	47	12.77	80	47	4085	"âãÉòé öÖÄê"	11	1	5	1	25	0	2	51	23	82.3	4.3	23	83.57	8.7	1	0	0	0	0	2	79.91532	12.72553	47	83.72829	14.87872	47	0			1	4085	1
21144	51	28	23	12	1	1	1	"1"	2	2	14.89	84	47	12.77	80	47	4085	"âãÉòé öÖÄê"	11	1	5	2	26	0	2	51	24	77.63	20.8	24	83.88	20.8	1	0	0	0	0	2	79.91532	12.72553	47	83.72829	14.87872	47	0			1	4085	1
21145	82	44	38	17	1	1	1	"1"	3	3	9.88	85	81	7.41	80	81	802	"ååÑê"	11	3	5	2	27	0	3	82	26	85.27	7.7	26	86.42	11.5	1	0	0	1	0	3	81.89018	9.07091	55	85.67127	10.86727	55	0			3	802	3
21145	82	44	38	17	1	1	1	"1"	3	3	9.88	85	81	7.41	80	81	802	"ååÑê"	11	3	5	3	29	0	3	82	29	78.86	10.3	29	85	10.3	1	0	0	1	0	3	81.89018	9.07091	55	85.67127	10.86727	55	0			3	802	3
21145	82	44	38	17	1	1	1	"1"	3	3	9.88	85	81	7.41	80	81	802	"ååÑê"	11	3	5	1	26	0	3	82	26	76.00154	3.896538	26	83.58	7.791538		1	0	1	0	3	81.89018	9.07091	55	85.67127	10.86727	55	1	26	26	3	802	3
21146	48	20	28	12	1	1	1	"3"	2	2	25	71	40	27.5	66	40	91009	"ÑâòÑê"	11	17	5	1	24	0	2	48	20	68	20	20	66.85	35	1	0	0	0	0	2	65.85	27.5	40	70.925	25	40	0			17	91009	17
21146	48	20	28	12	1	1	1	"3"	2	2	25	71	40	27.5	66	40	91009	"ÑâòÑê"	11	17	5	2	24	0	2	48	20	63.7	35	20	75	15	1	0	0	0	0	2	65.85	27.5	40	70.925	25	40	0			17	91009	17
21147	124	57	67	19	1	1	1	"1"	4	3	14.14	79	99	20	72	100	91009	"ÑâòÑê"	11	3	5	1	39	0	3	114	39	71.41	23.1	38	77.16	23.7	1	0	0	0	0	3	71.13757	22.51622	111	76.008	22.71818	110	0			3	91009	3
21147	124	57	67	19	1	1	1	"1"	4	3	14.14	79	99	20	72	100	91009	"ÑâòÑê"	11	3	5	2	38	0	3	114	36	68.56	22.2	36	78.33	19.4	1	0	0	0	0	3	71.13757	22.51622	111	76.008	22.71818	110	0			3	91009	3
21147	124	57	67	19	1	1	1	"1"	4	3	14.14	79	99	20	72	100	91009	"ÑâòÑê"	11	3	5	3	37	0	3	114	36	73.42	22.2	36	72.47	25	1	0	0	0	0	3	71.13757	22.51622	111	76.008	22.71818	110	0			3	91009	3
21148	42	26	16	11	1	1	1	"5"	2	2	48.72	64	39	58.97	48	39	91009	"ÑâòÑê"	11	38	5	2	22	0	2	42	20	48.7	60	20	64.15	50	1	0	0	1	0	2	48.7	60	20	64.15	50	20	0			38	91009	38
21148	42	26	16	11	1	1	1	"5"	2	2	48.72	64	39	58.97	48	39	91009	"ÑâòÑê"	11	38	5	1	20	0	2	42	19	47.26316	57.88579	19	63.84211	47.37263		1	0	1	0	2	48.7	60	20	64.15	50	20	1	19	19	38	91009	38
21149	92	40	52	17	1	1	1	"5"	3	3	36.9	68	84	35.23	57	88	91009	"ÑâòÑê"	11	20	5	1	31	0	3	92	31	54.35	38.7	29	66.83	44.8	1	0	0	0	0	3	57.41943	35.24545	88	67.87179	36.90238	84	0			20	91009	20
21149	92	40	52	17	1	1	1	"5"	3	3	36.9	68	84	35.23	57	88	91009	"ÑâòÑê"	11	20	5	2	30	0	3	92	29	55.66	48.3	28	62.54	42.9	1	0	0	0	0	3	57.41943	35.24545	88	67.87179	36.90238	84	0			20	91009	20
21149	92	40	52	17	1	1	1	"5"	3	3	36.9	68	84	35.23	57	88	91009	"ÑâòÑê"	11	20	5	3	31	0	3	92	28	62.64	17.9	27	74.52	22.2	1	0	0	0	0	3	57.41943	35.24545	88	67.87179	36.90238	84	0			20	91009	20
21151	120	58	62	19	1	1	1	"1"	3	3	20	79	105	16.04	71	106	91009	"ÑâòÑê"	11	4	5	1	40	0	3	120	34	70.44	14.7	34	79.53	14.7	1	0	0	0	0	3	70.70831	16.02453	106	79.32314	19.99905	105	0			4	91009	4
21151	120	58	62	19	1	1	1	"1"	3	3	20	79	105	16.04	71	106	91009	"ÑâòÑê"	11	4	5	2	40	0	3	120	36	68.92	19.4	35	76.77	34.3	1	0	0	0	0	3	70.70831	16.02453	106	79.32314	19.99905	105	0			4	91009	4
21151	120	58	62	19	1	1	1	"1"	3	3	20	79	105	16.04	71	106	91009	"ÑâòÑê"	11	4	5	3	40	0	3	120	36	72.75	13.9	36	81.61	11.1	1	0	0	0	0	3	70.70831	16.02453	106	79.32314	19.99905	105	0			4	91009	4
21153	24	12	12	7	2	1	1	"7"	1	1	24	74	25	44	62	25	91009	"ÑâòÑê"	12	30	5	1	24	0	1	24	25	62	44	25	74	24		1	0	1	0	1							1			30	91009	30
21160	41	24	17	12	1	2	1	"2"	2	2	41.67	67	36	40.54	52	37	10611	"öâåí öòñê"	11	24	5	1	27	0	2	54	18	62.17	22.2	18	73.11	33.3	1	0	0	0	0	2	52.45946	40.53243	37	66.89	41.65	36	0			24	10611	24
21160	41	24	17	12	1	2	1	"2"	2	2	41.67	67	36	40.54	52	37	10611	"öâåí öòñê"	11	24	5	2	27	0	2	54	19	43.26	57.9	18	60.67	50	1	0	0	0	0	2	52.45946	40.53243	37	66.89	41.65	36	0			24	10611	24
21162	52	25	27	11	1	2	1	"3"	2	1	38.71	64	31	32.26	60	31	10611	"öâåí öòñê"	11	22	5	1	40	0	1	40	31	60.13	32.3	31	64	38.7	1	0	0	0	0	1	60.13	32.3	31	64	38.7	31	0			22	10611	22
21163	26	13	13	6	1	1	1	"0"	1	1	46.43	69	28	53.57	54	28	5785	"ÄëÄë"	11	20	5	1	26	0	1	26	28	53.79	53.6	28	69.04	46.4	1	0	0	0	0	1	53.79	53.6	28	69.04	46.4	28	0			20	5785	20
21166	23	11	12	6	1	1	1	"1"	1	1	13.04	86	23	26.09	68	23	3764	"èÖòÅí"	11	2	5	1	24	0	1	24	23	67.61	26.1	23	85.65	13	1	0	0	0	0	1	67.61	26.1	23	85.65	13	23	0			2	3764	2
21168	43	23	20	14	1	1	1	"1"	2	2	16.67	83	36	2.56	73	39	2733	"ÅÇ èâí"	11	0	5	1	21	0	2	43	18	73.33	5.6	18	84.56	16.7	1	0	0	1	0	2	73.33	5.6	18	84.56	16.7	18	0			0	2733	0
21168	43	23	20	14	1	1	1	"1"	2	2	16.67	83	36	2.56	73	39	2733	"ÅÇ èâí"	11	0	5	2	22	0	2	43	21	72.71714		18	81.44	16.64		1	0	1	0	2	73.33	5.6	18	84.56	16.7	18	1	18	21	0	2733	0
21171	23	10	13	6	1	1	1	"0"	1	1	5.26	88	19	0	78	19	2899	"ïòîéÑ èâí"	11	0	5	1	23	0	1	23	19	78.53	0	19	88.21	5.3	1	0	0	0	0	1	78.53	0	19	88.21	5.3	19	0			0	2899	0
21173	34	22	12	6	1	1	1	"1"	1	1	21.21	80	33	33.33	64	33	2709	"àîÖôÑ èâí"	11	4	5	1	34	0	1	34	33	63.97	33.3	33	79.79	21.2	1	0	0	0	0	1	63.97	33.3	33	79.79	21.2	33	0			4	2709	4
21175	42	21	21	11	1	1	1	"0"	2	2	39.47	78	38	23.08	62	39	893	"(ÉÖáÄ) ÉÖòá èâí"	11	0	5	2	22	0	2	42	18	64.5	27.8	18	76.78	38.9	1	0	0	1	0	2	64.5	27.8	18	76.78	38.9	18	0			0	893	0
21175	42	21	21	11	1	1	1	"0"	2	2	39.47	78	38	23.08	62	39	893	"(ÉÖáÄ) ÉÖòá èâí"	11	0	5	1	20	0	2	42	21	59.85714	19.03429	20	79.098	39.983		1	0	1	0	2	64.5	27.8	18	76.78	38.9	18	1	20	21	0	893	0
21176	12	8	4	6	1	1	1	"1"	1	1	60	69	10	45.45	64	11	828	"(ÉáÖÄé) ÉÖòá èâí"	11	3	5	1	12	0	1	12	11	63.91	45.5	10	68.8	60	1	0	0	0	0	1	63.91	45.5	11	68.8	60	10	0			3	828	3
21178	48	28	20	12	1	2	1	"5"	2	2	29.79	65	47	32.65	61	49	76000	"Öãí"	11	21	5	1	27	0	2	48	24	57.71	37.5	23	73.17	13	1	0	0	1	0	2	57.71	37.5	24	73.17	13	23	0			21	76000	21
21178	48	28	20	12	1	2	1	"5"	2	2	29.79	65	47	32.65	61	49	76000	"Öãí"	11	21	5	2	21	0	2	48	25	64.1584	27.994	24	57.17042	45.88042		1	0	1	0	2	57.71	37.5	24	73.17	13	23	1	24	25	21	76000	21
21179	113	60	53	22	1	2	1	"4"	4	3	31.03	67	87	14.77	63	88	76000	"Öãí"	11	23	5	1	34	0	3	98	30	65.87	16.7	30	72.03	26.7	1	0	0	0	0	3	63.11364	14.77727	88	67.43667	31.03218	87	0			23	76000	23
21179	113	60	53	22	1	2	1	"4"	4	3	31.03	67	87	14.77	63	88	76000	"Öãí"	11	23	5	2	32	0	3	98	28	58.75	14.3	28	58.11	50	1	0	0	0	0	3	63.11364	14.77727	88	67.43667	31.03218	87	0			23	76000	23
21179	113	60	53	22	1	2	1	"4"	4	3	31.03	67	87	14.77	63	88	76000	"Öãí"	11	23	5	3	32	0	3	98	30	64.43	13.3	29	71.69	17.2	1	0	0	0	0	3	63.11364	14.77727	88	67.43667	31.03218	87	0			23	76000	23
21181	83	47	36	17	1	2	1	"2"	3	2	8.06	81	62	19.05	67	63	76000	"Öãí"	11	15	5	1	37	0	2	71	35	69.31	8.6	34	84.32	5.9	1	0	0	0	0	2	67.22111	19.04445	63	80.80645	8.067742	62	0			15	76000	15
21181	83	47	36	17	1	2	1	"2"	3	2	8.06	81	62	19.05	67	63	76000	"Öãí"	11	15	5	2	34	0	2	71	28	64.61	32.1	28	76.54	10.7	1	0	0	0	0	2	67.22111	19.04445	63	80.80645	8.067742	62	0			15	76000	15
21182	54	25	29	12	1	2	1	"2"	2	2	41.18	64	51	43.33	54	60	76000	"Öãí"	11	5	5	2	25	0	2	54	26	55.62	50	24	61.63	45.8	1	0	0	1	0	2	55.62	50	26	61.63	45.8	24	0			5	76000	5
21182	54	25	29	12	1	2	1	"2"	2	2	41.18	64	51	43.33	54	60	76000	"Öãí"	11	5	5	1	29	0	2	54	34	52.76118	38.22941	27	66.10667	37.07333		1	0	1	0	2	55.62	50	26	61.63	45.8	24	1	27	34	5	76000	5
21184	46	21	25	14	2	2	1	"4"	2	2	26.83	76	41	12.2	74	41	76000	"Öãí"	12	33	5	1	23	0	2	46	22	71.68	13.6	22	75.86	27.3	1	0	0	0	0	2	74.24268	12.16341	41	76.33732	26.83659	41	0			33	76000	33
21184	46	21	25	14	2	2	1	"4"	2	2	26.83	76	41	12.2	74	41	76000	"Öãí"	12	33	5	2	23	0	2	46	19	77.21	10.5	19	76.89	26.3	1	0	0	0	0	2	74.24268	12.16341	41	76.33732	26.83659	41	0			33	76000	33
21185	38	19	19	7	2	2	1	"6"	2	2	25	72	36	47.22	59	36	76000	"Öãí"	12	35	5	2	19	0	2	38	18	57.11	61.1	18	73.89	22.2	1	0	0	1	0	2	57.11	61.1	18	73.89	22.2	18	0			35	76000	35
21185	38	19	19	7	2	2	1	"6"	2	2	25	72	36	47.22	59	36	76000	"Öãí"	12	35	5	1	19	0	2	38	18	60.89	33.34	18	70.11	27.8		1	0	1	0	2	57.11	61.1	18	73.89	22.2	18	1	18	18	35	76000	35
21190	72	34	38	15	1	1	1	"5"	3	2	41.38	62	58	27.69	61	65	77008	"ÑåÖîí"	11	30	5	1	32	0	2	64	33	56.58	33.3	32	57.41	53.1	1	0	0	0	0	2	61.05016	27.68769	65	62.00034	41.35517	58	0			30	77008	30
21190	72	34	38	15	1	1	1	"5"	3	2	41.38	62	58	27.69	61	65	77008	"ÑåÖîí"	11	30	5	2	32	0	2	64	32	65.66	21.9	26	67.65	26.9	1	0	0	0	0	2	61.05016	27.68769	65	62.00034	41.35517	58	0			30	77008	30
21191	128	59	69	21	1	1	1	"2"	4	3	17.48	74	103	14.15	71	106	77008	"ÑåÖîí"	11	11	5	1	40	0	3	119	37	71.86	13.5	37	75.24	16.2	1	0	0	0	0	3	71.21613	14.14528	106	74.49437	17.4699	103	0			11	77008	11
21191	128	59	69	21	1	1	1	"2"	4	3	17.48	74	103	14.15	71	106	77008	"ÑåÖîí"	11	11	5	2	40	0	3	119	38	72.03	18.4	36	75.14	25	1	0	0	0	0	3	71.21613	14.14528	106	74.49437	17.4699	103	0			11	77008	11
21191	128	59	69	21	1	1	1	"2"	4	3	17.48	74	103	14.15	71	106	77008	"ÑåÖîí"	11	11	5	3	39	0	3	119	31	69.45	9.7	30	72.8	10	1	0	0	0	0	3	71.21613	14.14528	106	74.49437	17.4699	103	0			11	77008	11
21192	81	40	41	14	1	1	1	"4"	3	2	44.44	60	72	49.32	55	73	77008	"ÑåÖîí"	11	20	5	1	36	0	2	72	37	58	27	36	64.47	33.3	1	0	0	0	0	2	54.60219	49.29041	73	60.195	44.45	72	0			20	77008	20
21192	81	40	41	14	1	1	1	"4"	3	2	44.44	60	72	49.32	55	73	77008	"ÑåÖîí"	11	20	5	2	36	0	2	72	36	51.11	72.2	36	55.92	55.6	1	0	0	0	0	2	54.60219	49.29041	73	60.195	44.45	72	0			20	77008	20
21194	86	43	43	13	2	1	1	"4"	3	3	33.33	73	63	31.75	69	63	77008	"ÑåÖîí"	12	28	5	1	29	0	3	86	27	57.33	44.4	27	58.7	44.4	1	0	0	1	0	3	59.32362	46.53793	58	63.12017	48.24828	58	0			28	77008	28
21194	86	43	43	13	2	1	1	"4"	3	3	33.33	73	63	31.75	69	63	77008	"ÑåÖîí"	12	28	5	2	29	0	3	86	31	61.06	48.4	31	66.97	51.6	1	0	0	1	0	3	59.32362	46.53793	58	63.12017	48.24828	58	0			28	77008	28
21194	86	43	43	13	2	1	1	"4"	3	3	33.33	73	63	31.75	69	63	77008	"ÑåÖîí"	12	28	5	3	28	0	3	86	5	181.246		5	187.606			1	0	1	0	3	59.32362	46.53793	58	63.12017	48.24828	58	1	5	5	28	77008	28
21195	48	28	20	12	2	1	1	"8"	2	2	45.83	62	48	67.35	49	49	77008	"ÑåÖîí"	12	71	5	1	21	0	2	48	25	55.04	48	24	64.83	37.5	1	0	0	0	0	2	48.63347	67.34694	49	61.77	45.85	48	0			71	77008	71
21195	48	28	20	12	2	1	1	"8"	2	2	45.83	62	48	67.35	49	49	77008	"ÑåÖîí"	12	71	5	2	27	0	2	48	24	41.96	87.5	24	58.71	54.2	1	0	0	0	0	2	48.63347	67.34694	49	61.77	45.85	48	0			71	77008	71
21196	41	20	21	8	2	1	1	"8"	2	2	50	59	38	61.54	42	39	77008	"ÑåÖîí"	12	76	5	1	20	0	2	41	20	44.8	60	19	62.68	52.6	1	0	0	1	0	2	44.8	60	20	62.68	52.6	19	0			76	77008	76
21196	41	20	21	8	2	1	1	"8"	2	2	50	59	38	61.54	42	39	77008	"ÑåÖîí"	12	76	5	2	21	0	2	41	19	39.05263	63.16105	19	55.32	47.4		1	0	1	0	2	44.8	60	20	62.68	52.6	19	1	19	19	76	77008	76
21200	24	15	9	6	1	1	1	"1"	1	1	11.11	83	18	11.11	82	18	5991	"ÉÖòî"	11	5	5	1	24	0	1	24	18	81.5	11.1	18	82.67	11.1	1	0	0	0	0	1	81.5	11.1	18	82.67	11.1	18	0			15	5991	5
21201	27	14	13	13	2	2	1	"6"	2	2	48	59	25	48	54	25	20529	"åàâÅÄ"	12	49	5	1	14	0	2	27	13	60.08	46.2	13	62.54	46.2	1	0	0	0	0	2	54.0416	48.024	25	58.7624	48.024	25	0			49	20529	49
21201	27	14	13	13	2	2	1	"6"	2	2	48	59	25	48	54	25	20529	"åàâÅÄ"	12	49	5	2	13	0	2	27	12	47.5	50	12	54.67	50	1	0	0	0	0	2	54.0416	48.024	25	58.7624	48.024	25	0			49	20529	49
21203	56	28	28	13	1	2	1	"2"	2	2	21.05	76	38	20.51	68	39	80002	"öîñ"	11	8	5	1	27	0	2	56	19	69.47	15.8	19	77.89	15.8	1	0	0	0	0	2	67.61359	20.51795	39	76.315	21.05	38	0			8	80002	8
21203	56	28	28	13	1	2	1	"2"	2	2	21.05	76	38	20.51	68	39	80002	"öîñ"	11	8	5	2	29	0	2	56	20	65.85	25	19	74.74	26.3	1	0	0	0	0	2	67.61359	20.51795	39	76.315	21.05	38	0			8	80002	8
21204	27	12	15	8	1	2	1	"5"	1	1	22.22	75	27	25.93	65	27	80002	"öîñ"	11	41	5	1	27	0	1	27	27	65.11	25.9	27	74.89	22.2	1	0	0	0	0	1	65.11	25.9	27	74.89	22.2	27	0			41	80002	41
21205	75	38	37	20	1	2	1	"4"	2	2	25	74	68	42.03	66	69	80002	"öîñ"	11	21	5	1	36	0	2	75	33	68.67	42.4	32	72.13	21.9	1	0	0	0	0	2	66.19174	42.03478	69	73.63353	25.02353	68	0			21	80002	21
21205	75	38	37	20	1	2	1	"4"	2	2	25	74	68	42.03	66	69	80002	"öîñ"	11	21	5	2	39	0	2	75	36	63.92	41.7	36	74.97	27.8	1	0	0	0	0	2	66.19174	42.03478	69	73.63353	25.02353	68	0			21	80002	21
21206	35	18	17	8	2	2	1	"7"	1	1	44.83	72	29	34.48	63	29	80002	"öîñ"	12	32	5	1	35	0	1	35	29	62.79	34.5	29	72.21	44.8	1	0	0	0	0	1	62.79	34.5	29	72.21	44.8	29	0			32	80002	32
21208	60	29	31	16	1	2	1	"8"	2	2	30.36	69	56	30.91	63	55	28001	"ÑêÖéô öâòó"	11	40	5	1	27	0	2	60	23	60.3	43.5	24	64.67	33.3	1	0	0	0	0	2	62.796	30.93273	55	69.00143	30.32857	56	0			40	28001	40
21208	60	29	31	16	1	2	1	"8"	2	2	30.36	69	56	30.91	63	55	28001	"ÑêÖéô öâòó"	11	40	5	2	33	0	2	60	32	64.59	21.9	32	72.25	28.1	1	0	0	0	0	2	62.796	30.93273	55	69.00143	30.32857	56	0			40	28001	40
21209	75	38	37	17	1	2	1	"4"	2	2	29.33	72	75	30.67	68	75	28001	"ÑêÖéô öâòó"	11	41	5	1	38	0	2	75	39	62.38	33.3	39	67.74	33.3	1	0	0	0	0	2	68.356	30.66	75	72.0648	29.316	75	0			41	28001	41
21209	75	38	37	17	1	2	1	"4"	2	2	29.33	72	75	30.67	68	75	28001	"ÑêÖéô öâòó"	11	41	5	2	37	0	2	75	36	74.83	27.8	36	76.75	25	1	0	0	0	0	2	68.356	30.66	75	72.0648	29.316	75	0			41	28001	41
21210	66	33	33	16	1	2	1	"6"	2	2	19.23	72	52	27.27	70	55	28001	"ÑêÖéô öâòó"	11	46	5	1	33	0	2	66	29	69.38	27.6	29	71.62	24.1	1	0	0	0	0	2	68.59983	30.02833	60	68.725	27.55	58	0			46	28001	46
21210	66	33	33	16	1	2	1	"6"	2	2	19.23	72	52	27.27	70	55	28001	"ÑêÖéô öâòó"	11	46	5	2	33	0	2	66	31	67.87	32.3	29	65.83	31	1	0	0	0	0	2	68.59983	30.02833	60	68.725	27.55	58	0			46	28001	46
21211	22	12	10	6	2	2	1	"8"	1	1	45	58	20	14.29	66	21	28001	"ÑêÖéô öâòó"	12	56	5	1	22	0	1	22	21	66.43	14.3	20	58.2	45	1	0	0	0	0	1	66.43	14.3	21	58.2	45	20	0			56	28001	56
21212	56	29	27	12	2	2	1	"6"	2	2	30.19	70	53	26.42	67	53	28001	"ÑêÖéô öâòó"	12	44	5	1	28	0	2	56	25	66.4	32	25	74.6	24	1	0	0	0	0	2	67.20831	26.4	53	69.71849	30.18113	53	0			44	28001	44
