schlcode	c_size	c_boys	c_girls	c_numcl	c_pik	c_status	c_leom	c_tip	c_num4rd	c_type	flgrm4	mrkgrm4	ngrm4	flmth4	mrkmth4	nmth4	towncode	townname	popcode	tip_a	grade	classid	classize	_type_	_freq_	cohsize	mathsize	avgmath	passmath	verbsize	avgverb	passverb	studchk	misskov2	missagg	nmiss_k	nmiss_a	classct	math_n	flmath_n	nmath_n	verb_n	flverb_n	nverb_n	impute	nverb_m	nmath_m	tip_s	townid	tipuach
21282	63	31	32	15	1	2	1	"4"	3	2	15	68	46	32	73	50	76000	"Öãí"	11	31	4	2	23	0	2	48	26	73.04	34.6	23	70.04	8.7	1	0	0	0	0	2	72.7616	32.008	50	68.105	15.2	46	0			31	76000	31
21285	25	11	14	9	1	2	1	"7"	1	1	12	74	17	29.41	71	17	28001	"ÑêÖéô öâòó"	11	45	4	1	25	0	1	25	17	70.82	29.4	17	73.59	11.8	1	0	0	0	0	1	70.82	29.4	17	73.59	11.8	17	0			45	28001	45
21293	71	49	22	13	1	2	1	"4"	3	2	29	71	55	30.91	67	55	5702	"ÑêÖíé"	11	27	4	1	27	0	2	58	26	72.58	19.2	26	76.77	19.2	1	0	0	0	0	2	66.85382	30.90545	55	70.80127	29.06	55	0			27	5702	27
21293	71	49	22	13	1	2	1	"4"	3	2	29	71	55	30.91	67	55	5702	"ÑêÖíé"	11	27	4	2	31	0	2	58	29	61.72	41.4	29	65.45	37.9	1	0	0	0	0	2	66.85382	30.90545	55	70.80127	29.06	55	0			27	5702	27
21307	71	37	34	14	1	2	1	"2"	2	2	18	67	57	51.79	57	56	10611	"öâåí öòñê"	11	10	4	1	35	0	2	71	27	54.89	59.3	29	58	24.1	1	0	0	0	0	2	57.5	51.79107	56	66.65053	17.51754	57	0			10	10611	10
21307	71	37	34	14	1	2	1	"2"	2	2	18	67	57	51.79	57	56	10611	"öâåí öòñê"	11	10	4	2	36	0	2	71	29	59.93	44.8	28	75.61	10.7	1	0	0	0	0	2	57.5	51.79107	56	66.65053	17.51754	57	0			10	10611	10
21310	56	26	30	13	2	2	1	"4"	2	2	4	78	51	27.45	66	51	11395	"åÄâéòã"	12	44	4	1	30	0	2	56	26	60.5	34.6	26	72.54	3.8	1	0	0	0	0	2	66.35294	27.44314	51	77.64784	3.898039	51	0			44	11395	44
21310	56	26	30	13	2	2	1	"4"	2	2	4	78	51	27.45	66	51	11395	"åÄâéòã"	12	44	4	2	26	0	2	56	25	72.44	20	25	82.96	4	1	0	0	0	0	2	66.35294	27.44314	51	77.64784	3.898039	51	0			44	11395	44
21312	98	52	46	20	1	2	1	"1"	4	3	14	68	70	36.99	61	73	11395	"åÄâéòã"	11	10	4	1	33	0	3	89	30	61.13	40	30	70.57	13.3	1	0	0	0	0	3	60.68411	36.99178	73	68.38715	14.27143	70	0			10	11395	10
21312	98	52	46	20	1	2	1	"1"	4	3	14	68	70	36.99	61	73	11395	"åÄâéòã"	11	10	4	2	28	0	3	89	21	59.14	28.6	20	62.75	10	1	0	0	0	0	3	60.68411	36.99178	73	68.38715	14.27143	70	0			10	11395	10
21312	98	52	46	20	1	2	1	"1"	4	3	14	68	70	36.99	61	73	11395	"åÄâéòã"	11	10	4	3	28	0	3	89	22	61.55	40.9	20	70.75	20	1	0	0	0	0	3	60.68411	36.99178	73	68.38715	14.27143	70	0			10	11395	10
21313	35	15	20	9	1	2	1	"1"	1	1	0	81	30	32.35	58	34	41012	"èåÖÇ çÖòé"	11	3	4	1	35	0	1	35	34	58	32.35	30	81	0		1	0	1	0	1							1			3	41012	3
21315	88	56	32	15	2	2	1	"0"	3	2	9	81	69	23.53	69	68	47019	"çâéâôÇé öéò"	12	8	4	1	28	0	3	88	38	72.13	23.7	39	80.85	10.3	1	0	0	0	0	3	68.705	23.53823	68	80.59637	8.72029	69	0			8	40055	8
21315	88	56	32	15	2	2	1	"0"	3	2	9	81	69	23.53	69	68	47019	"çâéâôÇé öéò"	12	8	4	2	52	0	3	88	5	47.4	60	5	64	40	1	0	0	0	0	3	68.705	23.53823	68	80.59637	8.72029	69	0			8	40055	8
21315	88	56	32	15	2	2	1	"0"	3	2	9	81	69	23.53	69	68	47019	"çâéâôÇé öéò"	12	8	4	3	8	0	3	88	25	67.76	16	25	83.52	0	1	0	0	0	0	3	68.705	23.53823	68	80.59637	8.72029	69	0			8	40055	8
21316	29	15	14	14	2	2	1	"5"	1	1	29	59	31	58.06	58	31	10611	"öâåí öòñê"	12	24	4	1	29	0	1	29	15	58.07	60	15	63.73	26.7	1	0	0	0	0	1	58.07	60	15	63.73	26.7	15	0			24	10611	24
21322	115	53	62	22	1	2	1	"4"	4	3	21	67	100	16.83	72	101	67009	"ÑâòÅà"	11	24	4	1	36	0	3	103	33	78.03	12.1	32	75.06	9.4	1	0	0	1	0	3	73.52217	10.11739	69	71.35412	16.17647	68	0			24	67009	24
21322	115	53	62	22	1	2	1	"4"	4	3	21	67	100	16.83	72	101	67009	"ÑâòÅà"	11	24	4	3	32	0	3	103	36	69.39	8.3	36	68.06	22.2	1	0	0	1	0	3	73.52217	10.11739	69	71.35412	16.17647	68	0			24	67009	24
21322	115	53	62	22	1	2	1	"4"	4	3	21	67	100	16.83	72	101	67009	"ÑâòÅà"	11	24	4	2	35	0	3	103	32	68.71781	31.30406	32	57.7475	31.25		1	0	1	0	3	73.52217	10.11739	69	71.35412	16.17647	68	1	32	32	24	67009	24
21323	51	25	26	13	1	1	1	"1"	2	2	2	81	46	13.04	73	46	1990	"(ÉÖáÄ) Åóíâ öÖÉôÄ"	11	4	4	1	25	0	2	51	23	73.74	8.7	23	82.3	0	1	0	0	0	0	2	73.285	13.05	46	81.5	2.15	46	0			4	1990	4
21323	51	25	26	13	1	1	1	"1"	2	2	2	81	46	13.04	73	46	1990	"(ÉÖáÄ) Åóíâ öÖÉôÄ"	11	4	4	2	26	0	2	51	23	72.83	17.4	23	80.7	4.3	1	0	0	0	0	2	73.285	13.05	46	81.5	2.15	46	0			4	1990	4
21327	33	16	17	14	1	2	1	"1"	1	1	0	79	26	23.08	69	26	40154	"ÑÉÖÑâ âêÅ"	11	1	4	1	33	0	1	33	26	69.04	23.1	26	78.62	0	1	0	0	0	0	1	69.04	23.1	26	78.62	0	26	0			1	40154	1
21328	85	47	38	13	1	2	1	"2"	3	2	10	67	51	38.33	60	60	10611	"öâåí öòñê"	11	12	4	2	37	0	2	50	30	62.47	30	27	70.67	7.4	1	0	0	0	0	2	60	38.35	60	66.94294	9.8	51	0			12	10611	12
21328	85	47	38	13	1	2	1	"2"	3	2	10	67	51	38.33	60	60	10611	"öâåí öòñê"	11	12	4	3	13	0	2	50	30	57.53	46.7	24	62.75	12.5	1	0	0	0	0	2	60	38.35	60	66.94294	9.8	51	0			12	10611	12
21330	87	37	50	13	1	2	1	"1"	3	3	27	61	78	40.48	57	84	10611	"öâåí öòñê"	11	6	4	1	30	0	3	87	30	60.3	33.3	27	64.37	18.5	1	0	0	0	0	3	57.47786	40.46786	84	60.90961	26.90641	78	0			6	10611	6
21330	87	37	50	13	1	2	1	"1"	3	3	27	61	78	40.48	57	84	10611	"öâåí öòñê"	11	6	4	2	28	0	3	87	27	63.15	25.9	26	64.46	19.2	1	0	0	0	0	3	57.47786	40.46786	84	60.90961	26.90641	78	0			6	10611	6
21330	87	37	50	13	1	2	1	"1"	3	3	27	61	78	40.48	57	84	10611	"öâåí öòñê"	11	6	4	3	29	0	3	87	27	48.67	63	25	53.48	44	1	0	0	0	0	3	57.47786	40.46786	84	60.90961	26.90641	78	0			6	10611	6
21331	53	33	20	14	1	2	1	"3"	2	2	34	65	50	46.94	54	49	8433	"öÖâåÇòé"	11	19	4	2	25	0	2	53	21	54.71	42.9	22	67.32	40.9	1	0	0	1	0	2	54.71	42.9	21	67.32	40.9	22	0			19	8433	19
21331	53	33	20	14	1	2	1	"3"	2	2	34	65	50	46.94	54	49	8433	"öÖâåÇòé"	11	19	4	1	28	0	2	53	28	53.4675	49.97	28	63.17714	28.57857		1	0	1	0	2	54.71	42.9	21	67.32	40.9	22	1	28	28	19	8433	19
21338	83	33	50	18	1	2	1	"1"	3	2	12	70	68	25.35	59	71	41004	"èâòñó"	11	5	4	1	37	0	2	75	36	59.28	19.4	36	66.97	13.9	1	0	0	0	0	2	59.42296	25.31549	71	69.67588	11.78235	68	0			5	41004	5
21338	83	33	50	18	1	2	1	"1"	3	2	12	70	68	25.35	59	71	41004	"èâòñó"	11	5	4	2	38	0	2	75	35	59.57	31.4	32	72.72	9.4	1	0	0	0	0	2	59.42296	25.31549	71	69.67588	11.78235	68	0			5	41004	5
21340	85	38	47	18	1	1	1	"3"	3	3	13	68	72	36.99	61	73	76000	"Öãí"	11	30	4	1	28	0	3	85	27	60.48	44.4	27	66.93	14.8	1	0	0	0	0	3	60.93014	36.95343	73	67.91875	12.49167	72	0			30	76000	30
21340	85	38	47	18	1	1	1	"3"	3	3	13	68	72	36.99	61	73	76000	"Öãí"	11	30	4	2	28	0	3	85	24	60.08	33.3	24	72.25	4.2	1	0	0	0	0	3	60.93014	36.95343	73	67.91875	12.49167	72	0			30	76000	30
21340	85	38	47	18	1	1	1	"3"	3	3	13	68	72	36.99	61	73	76000	"Öãí"	11	30	4	3	29	0	3	85	22	62.41	31.8	21	64.24	19	1	0	0	0	0	3	60.93014	36.95343	73	67.91875	12.49167	72	0			30	76000	30
21341	107	49	58	20	1	2	1	"1"	3	3	7	72	86	44.71	64	85	11395	"åÄâéòã"	11	0	4	1	40	0	3	107	30	71.17	30	30	76.17	3.3	1	0	0	1	0	3	65.72556	40.75555	54	72.09444	7.388889	54	0			0	11395	0
21341	107	49	58	20	1	2	1	"1"	3	3	7	72	86	44.71	64	85	11395	"åÄâéòã"	11	0	4	3	29	0	3	107	24	58.92	54.2	24	67	12.5	1	0	0	1	0	3	65.72556	40.75555	54	72.09444	7.388889	54	0			0	11395	0
21341	107	49	58	20	1	2	1	"1"	3	3	7	72	86	44.71	64	85	11395	"åÄâéòã"	11	0	4	2	38	0	3	107	31	60.99419	51.59839	32	71.84062	6.34375		1	0	1	0	3	65.72556	40.75555	54	72.09444	7.388889	54	1	32	31	0	11395	0
21350	77	40	37	15	1	2	1	"4"	3	2	44	56	48	32.79	61	61	8748	"óéíÑ åÉÇé"	11	32	4	1	31	0	2	62	31	66.13	32.3	25	59.84	32	1	0	0	0	0	2	60.60705	32.7918	61	56.54333	43.73958	48	0			32	8748	32
21350	77	40	37	15	1	2	1	"4"	3	2	44	56	48	32.79	61	61	8748	"óéíÑ åÉÇé"	11	32	4	2	31	0	2	62	30	54.9	33.3	23	52.96	56.5	1	0	0	0	0	2	60.60705	32.7918	61	56.54333	43.73958	48	0			32	8748	32
21351	55	30	25	16	1	2	1	"0"	2	2	2	85	44	4.55	77	44	47027	"öÖéò"	11	0	4	1	29	0	2	55	21	71.62	9.5	21	83.57	4.8	1	0	0	0	0	2	76.84205	4.534091	44	84.84023	2.290909	44	0			0	47027	0
21351	55	30	25	16	1	2	1	"0"	2	2	2	85	44	4.55	77	44	47027	"öÖéò"	11	0	4	2	26	0	2	55	23	81.61	0	23	86	0	1	0	0	0	0	2	76.84205	4.534091	44	84.84023	2.290909	44	0			0	47027	0
21356	60	27	33	13	2	2	1	"2"	2	2	10	73	51	43.14	67	51	80002	"öîñ"	12	28	4	1	27	0	2	60	23	65.57	60.9	24	72.63	8.3	1	0	0	1	0	2	65.57	60.9	23	72.63	8.3	24	0			28	80002	28
21356	60	27	33	13	2	2	1	"2"	2	2	10	73	51	43.14	67	51	80002	"öîñ"	12	28	4	2	33	0	2	60	28	68.17464	28.55143	27	73.32889	11.51111		1	0	1	0	2	65.57	60.9	23	72.63	8.3	24	1	27	28	28	80002	28
21357	20	13	7	5	2	2	1	"0"	1	1	18	83	17	23.53	74	17	40063	"öôó"	12	0	4	1	20	0	1	20	17	74.47	23.5	17	82.76	17.6	1	0	0	0	0	1	74.47	23.5	17	82.76	17.6	17	0			0	40063	0
21359	42	23	19	8	2	1	1	"2"	2	2	20	76	40	35.71	67	42	91009	"ÑâòÑê"	12	10	4	1	21	0	2	42	19	73.26	21.1	19	80.42	10.5	1	0	0	0	0	2	68.1465	35.0125	40	75.548	20.0025	40	0			10	91009	10
21359	42	23	19	8	2	1	1	"2"	2	2	20	76	40	35.71	67	42	91009	"ÑâòÑê"	12	10	4	2	21	0	2	42	21	63.52	47.6	21	71.14	28.6	1	0	0	0	0	2	68.1465	35.0125	40	75.548	20.0025	40	0			10	91009	10
21361	129	59	70	19	1	2	1	"1"	4	3	8	73	111	38.05	65	113	11395	"åÄâéòã"	11	2	4	1	38	0	3	116	35	64.06	34.3	35	76.11	2.9	1	0	0	0	0	3	64.69849	38.06195	113	73.00495	8.137837	111	0			2	11395	2
21361	129	59	70	19	1	2	1	"1"	4	3	8	73	111	38.05	65	113	11395	"åÄâéòã"	11	2	4	2	39	0	3	116	39	64.1	48.7	38	68.18	15.8	1	0	0	0	0	3	64.69849	38.06195	113	73.00495	8.137837	111	0			2	11395	2
21361	129	59	70	19	1	2	1	"1"	4	3	8	73	111	38.05	65	113	11395	"åÄâéòã"	11	2	4	3	39	0	3	116	39	65.87	30.8	38	74.97	5.3	1	0	0	0	0	3	64.69849	38.06195	113	73.00495	8.137837	111	0			2	11395	2
21362	55	32	23	13	1	2	1	"1"	2	2	13	66	55	24.56	66	57	10611	"öâåí öòñê"	11	13	4	1	28	0	2	55	29	68.9	20.7	29	67.62	17.2	1	0	0	0	0	2	66.05579	24.5807	57	66.25381	12.70909	55	0			13	10611	13
21362	55	32	23	13	1	2	1	"1"	2	2	13	66	55	24.56	66	57	10611	"öâåí öòñê"	11	13	4	2	27	0	2	55	28	63.11	28.6	26	64.73	7.7	1	0	0	0	0	2	66.05579	24.5807	57	66.25381	12.70909	55	0			13	10611	13
21363	146	83	63	23	1	1	1	"2"	5	4	22	67	134	28.36	69	134	77008	"ÑåÖîí"	11	9	4	1	34	0	4	137	34	75.32	17.6	34	70.71	14.7	1	0	0	1	0	4	72.23235	23.3973	111	67.05396	22.50721	111	0			9	77008	9
21363	146	83	63	23	1	1	1	"2"	5	4	22	67	134	28.36	69	134	77008	"ÑåÖîí"	11	9	4	2	38	0	4	137	37	63.43	35.1	37	59.05	40.5	1	0	0	1	0	4	72.23235	23.3973	111	67.05396	22.50721	111	0			9	77008	9
21363	146	83	63	23	1	1	1	"2"	5	4	22	67	134	28.36	69	134	77008	"ÑåÖîí"	11	9	4	4	40	0	4	137	40	77.75	17.5	40	71.35	12.5	1	0	0	1	0	4	72.23235	23.3973	111	67.05396	22.50721	111	0			9	77008	9
21363	146	83	63	23	1	1	1	"2"	5	4	22	67	134	28.36	69	134	77008	"ÑåÖîí"	11	9	4	3	25	0	4	137	23	53.40044	52.31044	23	66.73956	19.55217		1	0	1	0	4	72.23235	23.3973	111	67.05396	22.50721	111	1	23	23	9	77008	9
21366	133	69	64	24	1	2	1	""	4	4	13	80	127	21.71	75	129	9175	"ÅÇô"	11	1	4	1	34	0	4	133	30	69.9	30	29	79.45	17.2	1	0	0	1	0	4	75.93432	24.21263	95	79.82774	13.95914	93	0			1	9175	1
21366	133	69	64	24	1	2	1	""	4	4	13	80	127	21.71	75	129	9175	"ÅÇô"	11	1	4	3	34	0	4	133	33	78.36	24.2	33	78.88	9.1	1	0	0	1	0	4	75.93432	24.21263	95	79.82774	13.95914	93	0			1	9175	1
21366	133	69	64	24	1	2	1	""	4	4	13	80	127	21.71	75	129	9175	"ÅÇô"	11	1	4	4	31	0	4	133	32	79.09	18.8	31	81.19	16.1	1	0	0	1	0	4	75.93432	24.21263	95	79.82774	13.95914	93	0			1	9175	1
21366	133	69	64	24	1	2	1	""	4	4	13	80	127	21.71	75	129	9175	"ÅÇô"	11	1	4	2	34	0	4	133	34	72.38941	14.71735	34	80.47118	10.37647		1	0	1	0	4	75.93432	24.21263	95	79.82774	13.95914	93	1	34	34	1	9175	1
21367	133	63	70	20	1	2	1	"1"	4	4	9	77	103	22.48	70	129	11395	"åÄâéòã"	11	3	4	2	33	0	4	133	29	77.83	24.1	18	80.78	0	1	0	0	1	0	4	70.03301	25.78602	93	77.80169	7.059155	71	0			3	11395	3
21367	133	63	70	20	1	2	1	"1"	4	4	9	77	103	22.48	70	129	11395	"åÄâéòã"	11	3	4	3	33	0	4	133	32	67.06	25	25	77.16	0	1	0	0	1	0	4	70.03301	25.78602	93	77.80169	7.059155	71	0			3	11395	3
21367	133	63	70	20	1	2	1	"1"	4	4	9	77	103	22.48	70	129	11395	"åÄâéòã"	11	3	4	4	34	0	4	133	32	65.94	28.1	28	76.46	17.9	1	0	0	1	0	4	70.03301	25.78602	93	77.80169	7.059155	71	0			3	11395	3
21367	133	63	70	20	1	2	1	"1"	4	4	9	77	103	22.48	70	129	11395	"åÄâéòã"	11	3	4	1	33	0	4	133	36	69.91472	13.93944	32	75.22125	13.30625		1	0	1	0	4	70.03301	25.78602	93	77.80169	7.059155	71	1	32	36	3	11395	3
21370	84	44	40	14	1	1	1	"1"	3	3	10	75	81	32.93	72	82	8748	"óéíÑ åÉÇé"	11	9	4	1	29	0	3	84	27	76.44	25.9	26	76.69	7.7	1	0	0	0	0	3	71.79183	32.91341	82	74.45692	9.87037	81	0			9	8748	9
21370	84	44	40	14	1	1	1	"1"	3	3	10	75	81	32.93	72	82	8748	"óéíÑ åÉÇé"	11	9	4	2	28	0	3	84	28	70.86	28.6	28	77.25	10.7	1	0	0	0	0	3	71.79183	32.91341	82	74.45692	9.87037	81	0			9	8748	9
21370	84	44	40	14	1	1	1	"1"	3	3	10	75	81	32.93	72	82	8748	"óéíÑ åÉÇé"	11	9	4	3	27	0	3	84	27	68.11	44.4	27	69.41	11.1	1	0	0	0	0	3	71.79183	32.91341	82	74.45692	9.87037	81	0			9	8748	9
21371	68	30	38	14	1	1	1	"1"	2	2	3	79	60	28	70	75	91009	"ÑâòÑê"	11	3	4	1	33	0	2	68	37	67.89	32.4	28	78.86	0	1	0	0	1	0	2	67.89	32.4	37	78.86	0	28	0			3	91009	3
21371	68	30	38	14	1	1	1	"1"	2	2	3	79	60	28	70	75	91009	"ÑâòÑê"	11	3	4	2	35	0	2	68	38	72.05447	23.71579	32	79.1225	5.625		1	0	1	0	2	67.89	32.4	37	78.86	0	28	1	32	38	3	91009	3
21373	49	20	29	11	1	1	1	"0"	2	2	2	79	48	14.58	71	48	12633	"çâÉòÖ òîã"	11	1	4	1	24	0	2	49	22	71.18	18.2	22	79.09	4.5	1	0	0	0	0	2	71.00125	14.57083	48	79.14417	2.0625	48	0			1	12633	1
21373	49	20	29	11	1	1	1	"0"	2	2	2	79	48	14.58	71	48	12633	"çâÉòÖ òîã"	11	1	4	2	25	0	2	49	26	70.85	11.5	26	79.19	0	1	0	0	0	0	2	71.00125	14.57083	48	79.14417	2.0625	48	0			1	12633	1
21374	33	12	21	8	1	1	1	"0"	1	1	0	86	29	10.34	84	29	12443	"öòéö"	11	0	4	1	33	0	1	33	29	84	10.34	29	86	0		1	0	1	0	1							1			0	12443	0
21375	58	31	27	13	1	2	1	"3"	2	2	18	69	50	28.85	69	52	76000	"Öãí"	11	11	4	1	29	0	2	58	28	71.25	35.7	23	71.83	21.7	1	0	0	0	0	2	67.805	32.15	56	69.4594	17.974	50	0			11	76000	11
21375	58	31	27	13	1	2	1	"3"	2	2	18	69	50	28.85	69	52	76000	"Öãí"	11	11	4	2	29	0	2	58	28	64.36	28.6	27	67.44	14.8	1	0	0	0	0	2	67.805	32.15	56	69.4594	17.974	50	0			11	76000	11
21379	53	28	25	12	1	1	1	""	2	2	20	63	51	32	66	50	10611	"öâåí öòñê"	11	12	4	2	26	0	2	53	26	66.58	42.3	25	65.64	20	1	0	0	1	0	2	66.58	42.3	26	65.64	20	25	0			12	10611	12
21379	53	28	25	12	1	1	1	""	2	2	20	63	51	32	66	50	10611	"öâåí öòñê"	11	12	4	1	27	0	2	53	24	65.37167	20.84167	26	60.46154	20		1	0	1	0	2	66.58	42.3	26	65.64	20	25	1	26	24	12	10611	12
31001	70	30	40	14	1	2	1	"5"	3	2	14	67	44	34.09	59	44	10207	"ÄÅâóí òÖÄ"	11	31	4	1	29	0	2	55	26	60.27	30.8	26	67.69	3.8	1	0	0	1	0	2	60.27	30.8	26	67.69	3.8	26	0			31	10207	31
31001	70	30	40	14	1	2	1	"5"	3	2	14	67	44	34.09	59	44	10207	"ÄÅâóí òÖÄ"	11	31	4	2	26	0	2	55	18	57.16555	38.84222	18	66.00333	28.73333		1	0	1	0	2	60.27	30.8	26	67.69	3.8	26	1	18	18	31	10207	31
31002	43	19	24	13	2	2	1	"8"	2	2	6	73	35	25	67	36	10207	"ÄÅâóí òÖÄ"	12	41	4	1	20	0	2	43	18	72.61	11.1	18	77.94	5.6	1	0	0	0	0	2	66.555	25	36	73.31114	5.745714	35	0			41	10207	41
31002	43	19	24	13	2	2	1	"8"	2	2	6	73	35	25	67	36	10207	"ÄÅâóí òÖÄ"	12	41	4	2	23	0	2	43	18	60.5	38.9	17	68.41	5.9	1	0	0	0	0	2	66.555	25	36	73.31114	5.745714	35	0			41	10207	41
31007	54	25	29	13	1	1	1	"2"	2	2	9	80	47	12.77	74	47	98004	"ÑêâéâêÅ"	11	7	4	2	27	0	2	54	24	77.71	0	24	82.83	8.3	1	0	0	1	0	2	77.71	0	24	82.83	8.3	24	0			7	98004	7
31007	54	25	29	13	1	1	1	"2"	2	2	9	80	47	12.77	74	47	98004	"ÑêâéâêÅ"	11	7	4	1	27	0	2	54	23	70.12869	26.09522	23	77.04696	9.730434		1	0	1	0	2	77.71	0	24	82.83	8.3	24	1	23	23	7	98004	7
31008	20	16	4	6	2	1	1	"4"	1	1	19	64	16	18.75	67	16	98004	"ÑêâéâêÅ"	12	42	4	1	20	0	1	20	16	67.19	18.8	16	64	18.8	1	0	0	0	0	1	67.19	18.8	16	64	18.8	16	0			42	98004	42
31012	25	13	12	6	1	1	1	"1"	1	1	17	72	24	41.67	64	24	505	"ÑÉí öíÅÇ"	11	4	4	1	25	0	1	25	24	63.75	41.7	24	71.5	16.7	1	0	0	0	0	1	63.75	41.7	24	71.5	16.7	24	0			4	505	4
31017	130	82	48	19	1	1	1	"2"	4	3	6	77	102	25.49	71	102	93005	"Åóíâ èÖòãÜ"	11	12	4	1	35	0	3	104	34	72.32	17.6	34	78.24	11.8	1	0	0	0	0	3	71.18667	25.46667	102	76.71667	5.866667	102	0			12	93005	12
31017	130	82	48	19	1	1	1	"2"	4	3	6	77	102	25.49	71	102	93005	"Åóíâ èÖòãÜ"	11	12	4	2	35	0	3	104	34	71.21	20.6	34	77.32	2.9	1	0	0	0	0	3	71.18667	25.46667	102	76.71667	5.866667	102	0			12	93005	12
31017	130	82	48	19	1	1	1	"2"	4	3	6	77	102	25.49	71	102	93005	"Åóíâ èÖòãÜ"	11	12	4	3	34	0	3	104	34	70.03	38.2	34	74.59	2.9	1	0	0	0	0	3	71.18667	25.46667	102	76.71667	5.866667	102	0			12	93005	12
31019	20	11	9	7	2	1	1	"6"	1	1	17	67	18	27.78	68	18	93005	"Åóíâ èÖòãÜ"	12	32	4	1	20	0	1	20	18	68	27.78	18	67	17		1	0	1	0	1							1			32	93005	32
31021	64	28	36	18	1	1	1	"6"	3	2	14	70	42	33.33	60	48	65003	"ÑòÉá"	11	32	4	1	25	0	2	51	26	61.46	30.8	21	70	14.3	1	0	0	0	0	2	59.83292	33.36666	48	70.025	14.3	42	0			32	65003	32
31021	64	28	36	18	1	1	1	"6"	3	2	14	70	42	33.33	60	48	65003	"ÑòÉá"	11	32	4	2	26	0	2	51	22	57.91	36.4	21	70.05	14.3	1	0	0	0	0	2	59.83292	33.36666	48	70.025	14.3	42	0			32	65003	32
31022	129	63	66	28	1	1	1	"1"	4	4	14	73	123	32.31	66	130	65003	"ÑòÉá"	11	7	4	1	32	0	4	129	31	68.16	22.6	31	73.45	16.1	1	0	0	1	0	4	65.83623	34.69081	98	71.59895	13.69895	95	0			7	65003	7
31022	129	63	66	28	1	1	1	"1"	4	4	14	73	123	32.31	66	130	65003	"ÑòÉá"	11	7	4	3	33	0	4	129	33	60.27	51.5	33	68.45	15.2	1	0	0	1	0	4	65.83623	34.69081	98	71.59895	13.69895	95	0			7	65003	7
31022	129	63	66	28	1	1	1	"1"	4	4	14	73	123	32.31	66	130	65003	"ÑòÉá"	11	7	4	4	33	0	4	129	34	69.12	29.4	31	73.1	9.7	1	0	0	1	0	4	65.83623	34.69081	98	71.59895	13.69895	95	0			7	65003	7
31022	129	63	66	28	1	1	1	"1"	4	4	14	73	123	32.31	66	130	65003	"ÑòÉá"	11	7	4	2	31	0	4	129	32	66.50156	25.01875	28	77.75357	15.02143		1	0	1	0	4	65.83623	34.69081	98	71.59895	13.69895	95	1	28	32	7	65003	7
31023	148	86	62	32	1	1	1	"1"	5	4	19	68	117	26.27	64	118	65003	"ÑòÉá"	11	5	4	1	33	0	4	115	31	62.13	19.4	31	68.23	12.9	1	0	0	1	0	4	64.69811	26.67556	90	69.21517	14.59101	89	0			5	65003	5
31023	148	86	62	32	1	1	1	"1"	5	4	19	68	117	26.27	64	118	65003	"ÑòÉá"	11	5	4	3	35	0	4	115	32	63.59	37.5	31	68.55	16.1	1	0	0	1	0	4	64.69811	26.67556	90	69.21517	14.59101	89	0			5	65003	5
31023	148	86	62	32	1	1	1	"1"	5	4	19	68	117	26.27	64	118	65003	"ÑòÉá"	11	5	4	4	14	0	4	115	27	68.96	22.2	27	71.11	14.8	1	0	0	1	0	4	64.69811	26.67556	90	69.21517	14.59101	89	0			5	65003	5
31023	148	86	62	32	1	1	1	"1"	5	4	19	68	117	26.27	64	118	65003	"ÑòÉá"	11	5	4	2	33	0	4	115	28	61.75607	24.96643	28	64.1375	33.01429		1	0	1	0	4	64.69811	26.67556	90	69.21517	14.59101	89	1	28	28	5	65003	5
31025	67	35	32	20	1	1	1	"3"	2	2	18	70	60	28.33	68	60	65003	"ÑòÉá"	11	17	4	2	34	0	2	67	30	68.33	26.7	30	71.73	16.7	1	0	0	1	0	2	68.33	26.7	30	71.73	16.7	30	0			17	65003	17
31025	67	35	32	20	1	1	1	"3"	2	2	18	70	60	28.33	68	60	65003	"ÑòÉá"	11	17	4	1	33	0	2	67	30	67.67	29.96	30	68.27	19.3		1	0	1	0	2	68.33	26.7	30	71.73	16.7	30	1	30	30	17	65003	17
31026	41	24	17	13	1	1	1	"6"	2	1	18	70	28	39.29	64	28	65003	"ÑòÉá"	11	30	4	1	29	0	1	29	28	64.57	39.3	28	70.25	17.9	1	0	0	0	0	1	64.57	39.3	28	70.25	17.9	28	0			30	65003	30
31027	89	45	44	19	1	1	1	"3"	3	2	21	70	58	20.69	68	58	65003	"ÑòÉá"	11	10	4	1	36	0	2	74	24	61.04	25	24	66.71	29.2	1	0	0	1	0	2	61.04	25	24	66.71	29.2	24	0			10	65003	10
31027	89	45	44	19	1	1	1	"3"	3	2	21	70	58	20.69	68	58	65003	"ÑòÉá"	11	10	4	2	38	0	2	74	34	72.91294	17.64765	34	72.32235	15.21176		1	0	1	0	2	61.04	25	24	66.71	29.2	24	1	34	34	10	65003	10
31028	47	25	22	17	1	1	1	"2"	2	2	15	69	39	27.5	64	40	65003	"ÑòÉá"	11	13	4	1	22	0	2	47	23	64.35	26.1	22	71.27	9.1	1	0	0	0	0	2	63.80175	27.5025	40	69.35641	15.37692	39	0			13	65003	13
31028	47	25	22	17	1	1	1	"2"	2	2	15	69	39	27.5	64	40	65003	"ÑòÉá"	11	13	4	2	25	0	2	47	17	63.06	29.4	17	66.88	23.5	1	0	0	0	0	2	63.80175	27.5025	40	69.35641	15.37692	39	0			13	65003	13
